product_id,customer_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation
2,3335,0,1,0,0,0,0,71.49,53.62,47,76,1,3,0,0,16,4820,2,1
92,1104,0,1,5,0,0,2,1415.01,1259.36,82,182,2,3,0,0,8,2565,1,6
37,513,0,1,2,0,1,0,1793.43,248.82,30,137,6,3,0,0,0,3126,3,12
15,3157,0,1,3,0,1,0,958.74,748.9,46,4,2,3,0,1,1,2454,1,7
27,2454,1,1,1,0,0,0,499.53,388.72,81,143,3,3,0,1,12,2164,1,8
43,2989,1,1,3,0,0,0,1555.58,818.01,37,110,1,2,0,1,2,2234,1,10
100,3483,0,1,1,0,0,2,1386.84,1234.29,19,143,1,2,0,1,15,4216,2,5
15,2253,1,1,3,0,1,0,958.74,748.9,28,192,4,0,0,1,13,2768,1,10
40,419,1,1,2,0,2,0,1458.17,874.9,34,19,4,0,0,0,17,4223,2,8
58,2625,0,1,2,0,0,0,912.52,141.4,45,159,4,0,0,1,8,3810,0,6
37,753,0,1,2,0,1,0,1793.43,248.82,82,6,1,0,1,1,6,2594,1,3
0,197,0,1,0,0,0,0,100.35,75.26,32,4,7,2,0,0,5,2063,1,12
67,3183,0,1,3,1,0,0,544.05,376.84,64,42,1,3,0,0,14,3165,0,10
55,3060,1,1,1,1,0,1,1894.19,598.76,28,107,0,3,0,1,6,2166,1,8
5,3047,0,1,1,2,1,0,574.64,459.71,20,69,2,3,0,1,19,2077,1,10
77,1787,0,1,5,0,0,0,1769.64,108.76,2,8,2,2,0,1,13,3677,0,1
71,1259,1,1,0,0,2,1,1842.92,1105.75,23,23,0,3,0,0,9,4702,2,1
18,3497,0,1,0,0,0,0,575.27,431.45,73,51,4,0,0,1,18,3976,0,5
9,524,0,1,2,1,0,0,742.54,667.4,16,48,2,3,0,0,11,3690,3,5
94,2836,1,1,4,0,0,1,1635.3,993.66,80,1,1,3,0,0,16,2093,1,9
2,2467,0,1,0,0,0,0,71.49,53.62,71,173,4,0,0,1,4,2540,1,7
0,2086,1,1,3,1,0,0,544.05,376.84,68,165,0,2,0,0,1,2450,1,7
82,1185,1,1,3,0,2,0,1148.64,689.18,17,47,7,3,0,1,2,2213,1,10
22,2801,1,1,5,0,0,0,60.34,45.26,15,4,1,3,0,0,10,3212,0,3
93,53,0,1,5,0,0,0,1065.03,230.09,22,121,0,3,0,0,16,4350,2,3
14,2336,1,1,1,0,0,2,1386.84,1234.29,59,110,1,0,0,0,17,2566,1,8
97,544,0,1,2,1,0,0,742.54,667.4,51,84,4,2,0,1,5,2121,1,10
29,109,0,1,3,1,0,0,543.39,407.54,16,34,7,0,0,1,4,2217,4,11
89,407,0,1,4,0,0,1,1812.75,582.48,82,32,7,2,0,1,15,2756,1,8
46,847,1,1,2,0,1,0,1793.43,248.82,66,85,2,2,0,0,9,2141,1,7
0,656,1,1,3,1,0,0,543.39,407.54,80,163,4,2,0,1,8,3032,3,5
22,811,0,1,5,0,0,0,60.34,45.26,6,103,7,3,0,0,8,2152,1,10
48,1593,0,1,5,0,0,0,1762.96,950.52,69,137,6,3,0,0,17,2065,1,12
69,1409,1,1,4,1,0,0,792.9,594.68,69,123,7,3,0,0,4,3500,0,2
91,177,0,0,5,0,1,0,642.31,513.85,25,22,0,2,0,0,4,2333,1,5
10,2997,0,1,5,3,0,0,1466.68,363.25,57,142,1,0,0,0,10,4285,2,3
0,1622,0,1,4,0,0,0,230.91,173.18,44,133,7,2,0,0,16,3910,0,8
38,2275,0,1,1,0,0,1,2091.47,388.92,77,148,0,2,0,1,8,3355,0,2
78,1722,1,1,4,0,0,1,1765.3,709.48,52,52,0,3,0,0,4,2290,1,4
0,1204,1,1,6,4,3,3,1862.82,0,12,92,4,0,0,1,16,2222,1,10
84,115,0,1,1,1,0,0,290.62,215.14,77,46,1,3,0,0,18,3844,0,1
14,2905,0,1,1,0,0,2,1386.84,1234.29,34,184,7,3,0,0,14,2452,1,5
72,1450,0,1,3,0,0,0,360.4,270.3,23,136,4,0,0,0,6,2579,1,2
91,1473,1,1,0,0,0,0,100.35,75.26,49,47,7,3,0,1,20,2448,1,5
69,1032,1,1,4,1,0,0,792.9,594.68,36,8,7,3,0,1,18,3145,0,11
3,2309,1,1,1,0,0,1,2091.47,388.92,40,56,4,0,0,0,14,4300,2,5
7,465,0,1,1,1,1,0,980.37,234.43,54,155,0,0,0,1,14,2770,1,5
70,2730,1,1,1,0,2,0,495.72,297.43,15,101,0,3,0,0,11,4165,2,7
46,2591,1,1,2,0,1,0,1793.43,248.82,50,4,2,2,0,0,13,2021,1,12
92,1767,0,1,5,0,0,2,1415.01,1259.36,28,147,4,0,0,1,19,4215,2,3
58,2522,1,1,2,1,0,0,1280.28,829.51,42,4,7,2,0,0,14,2262,1,9
0,3451,1,1,1,1,0,0,533.51,400.13,88,63,7,2,0,0,10,2340,1,5
98,469,0,1,2,0,0,0,795.34,101.58,91,105,0,2,0,1,3,2074,1,12
23,717,1,1,3,2,1,2,688.63,612.88,65,47,4,3,0,1,11,2567,1,9
5,2797,0,1,1,2,1,0,574.64,459.71,6,4,6,3,0,1,14,3134,0,7
42,1567,0,1,2,1,0,2,1810,1610.9,18,82,7,3,0,0,16,2154,1,8
4,3412,1,1,4,0,2,0,1129.13,677.48,66,124,7,3,0,1,7,2217,1,8
44,594,0,1,5,0,0,0,1769.64,108.76,74,128,7,3,0,0,13,2010,1,9
64,498,0,1,4,0,2,2,1977.36,1759.85,58,114,4,2,0,1,10,2447,1,3
77,1377,1,1,3,1,0,1,1240.31,795.1,86,120,2,3,0,1,2,3170,0,10
1,1648,1,1,4,0,0,0,1403.5,954.82,22,107,0,3,0,0,8,3197,0,10
41,2439,1,1,0,1,0,0,416.98,312.74,44,4,4,0,0,0,15,4570,2,1
87,2428,0,1,4,0,2,0,1179,707.4,74,21,7,3,0,1,9,3240,0,7
0,1488,1,1,6,4,3,3,2028.26,0,82,14,7,3,0,1,17,2323,1,3
49,3078,0,1,1,1,0,0,533.51,400.13,54,44,2,3,0,0,7,2798,1,6
3,2848,1,1,1,0,0,1,2091.47,388.92,42,50,3,3,0,1,13,3103,0,12
31,3371,0,1,4,0,0,0,230.91,173.18,56,50,2,3,0,0,17,4165,2,4
0,3022,0,1,3,0,1,0,363.01,290.41,21,4,7,2,0,0,8,4116,2,8
98,235,1,1,1,0,2,0,358.39,215.03,30,66,1,3,0,0,15,2018,1,8
84,2634,0,1,4,1,0,0,792.9,594.68,85,7,0,2,0,0,15,2034,1,12
0,1920,1,1,6,4,3,3,678.25,0,29,63,0,3,0,0,13,2340,1,1
62,439,1,1,0,0,0,0,478.16,298.72,26,58,7,0,0,0,10,3806,0,8
33,3029,0,1,4,0,0,2,1311.44,1167.18,85,40,4,3,0,0,13,2230,1,10
12,2281,0,1,4,0,0,1,1765.3,709.48,56,4,7,2,0,1,14,3630,0,1
29,3217,1,1,3,1,0,0,543.39,407.54,95,83,4,3,0,0,8,2122,1,11
11,3084,0,1,4,0,2,0,1274.93,764.96,57,3,0,0,0,1,16,4305,2,4
0,687,1,1,1,0,2,0,495.72,297.43,25,8,2,2,0,1,5,2072,1,12
0,2492,1,1,3,0,1,0,363.01,290.41,35,102,4,2,0,0,9,2770,1,9
56,928,1,1,3,2,1,2,688.63,612.88,61,41,7,2,0,1,18,3158,0,8
58,3152,1,1,2,1,0,0,1280.28,829.51,6,82,0,2,0,1,3,4034,2,7
83,3381,1,1,0,3,0,1,2083.94,675.03,26,45,7,3,0,0,4,3799,0,3
6,2427,1,1,0,0,2,0,748.17,448.9,20,92,7,2,0,1,2,2147,1,8
53,2360,0,1,4,0,2,0,1274.93,764.96,0,107,0,2,0,1,5,2227,1,10
77,1984,1,1,3,1,0,1,1240.31,795.1,70,71,1,3,0,1,1,2077,1,10
81,786,1,1,3,0,0,2,586.45,521.94,34,4,0,0,0,0,16,2223,1,10
3,2076,1,1,1,0,0,1,2091.47,388.92,73,14,4,3,0,1,5,3172,0,9
56,2616,0,1,3,2,1,2,688.63,612.88,28,48,7,2,0,1,13,2162,1,9
4,2282,0,1,4,0,2,0,1129.13,677.48,81,101,0,0,0,1,7,3630,0,4
0,3347,0,1,1,0,2,0,495.72,297.43,99,142,5,2,0,1,18,3071,0,10
47,36,1,1,1,1,1,2,1720.7,1531.42,33,108,7,0,0,0,22,2535,4,8
43,2181,0,1,0,0,0,0,1151.96,649.49,99,46,6,3,0,1,8,2032,1,11
99,90,0,1,2,0,0,0,1227.34,770.89,76,53,4,3,0,0,11,2233,4,10
9,2709,1,1,3,0,0,2,1216.14,1082.36,6,4,0,2,0,0,6,2810,1,1
99,3262,0,1,2,0,0,0,1227.34,770.89,65,9,5,3,0,0,12,4221,2,8
62,3339,1,1,0,0,0,0,478.16,298.72,76,78,1,3,0,0,21,3610,0,3
0,3022,0,1,3,0,0,0,360.4,270.3,21,4,7,2,0,0,8,4116,2,8
49,220,1,1,0,0,0,1,1061.56,733.58,79,98,4,2,0,0,9,3011,0,8
36,1839,1,1,0,0,1,0,1289.85,74.51,60,43,5,2,0,1,5,4152,2,8
53,3405,0,1,2,0,0,0,795.34,101.58,89,89,0,3,0,1,3,4014,2,6
52,2046,0,1,2,1,0,0,1280.28,829.51,3,152,7,3,0,1,13,2760,1,8
91,528,0,0,0,0,0,0,100.35,75.26,10,12,1,3,0,0,4,2576,1,10
29,777,1,1,5,0,0,0,1065.03,230.09,2,17,0,2,0,0,4,2145,1,9
98,2117,0,1,1,0,2,0,358.39,215.03,76,75,1,0,0,0,3,2090,1,12
4,3194,0,1,4,0,2,0,1129.13,677.48,38,83,4,3,0,0,11,4870,2,9
30,868,0,1,0,0,2,0,748.17,448.9,84,107,0,3,0,1,11,2768,1,10
90,762,0,1,3,0,1,0,363.01,290.41,91,54,7,3,0,1,22,2560,1,8
53,1039,0,1,4,0,2,0,1274.93,764.96,24,4,7,2,0,1,15,2454,1,4
93,3080,1,1,2,0,2,0,1458.17,874.9,87,106,0,2,0,0,10,3939,0,8
65,3368,1,1,5,0,0,0,1807.45,778.69,7,26,0,0,0,0,16,2564,1,8
98,3227,0,1,1,0,2,0,358.39,215.03,37,4,4,0,0,0,2,3108,0,7
94,3224,0,1,4,0,0,1,1635.3,993.66,67,163,4,0,0,0,3,3083,0,8
16,1450,0,1,3,0,2,2,1661.92,1479.11,23,136,4,0,0,0,6,2579,1,2
63,3401,0,1,0,0,0,0,1483.2,99.59,92,137,9,3,0,1,4,2142,1,10
5,2424,0,1,1,2,1,0,574.64,459.71,17,4,7,0,0,1,15,4879,2,6
88,2476,1,1,3,0,2,2,1661.92,1479.11,13,33,3,2,0,0,17,4118,2,5
18,2856,0,1,0,0,0,0,575.27,431.45,53,152,0,3,0,1,13,2077,1,10
95,577,0,1,4,0,0,1,569.56,528.43,41,4,3,3,0,1,19,3930,3,8
90,2494,0,1,0,0,1,0,945.04,507.58,98,143,4,2,0,0,16,2166,1,9
17,1725,0,1,5,3,0,1,1362.99,57.74,80,42,4,2,0,1,16,2323,1,7
59,605,0,1,0,0,0,1,1061.56,733.58,13,98,4,3,0,1,5,2761,1,8
94,560,1,1,4,0,0,1,1635.3,993.66,1,66,1,0,0,0,8,3356,3,1
25,3358,0,1,4,1,0,0,1538.99,829.65,30,74,4,0,0,1,11,2160,1,9
4,2183,0,1,4,0,2,0,1129.13,677.48,61,79,4,3,0,1,7,4132,2,4
57,2193,0,1,5,3,0,1,1890.39,260.14,66,155,7,3,0,1,6,3915,0,4
65,1300,1,1,5,0,0,0,1807.45,778.69,0,83,0,0,0,1,9,4165,2,9
3,691,0,1,1,0,0,1,2091.47,388.92,29,4,0,0,0,1,5,2577,1,7
33,630,0,1,4,0,0,2,1311.44,1167.18,90,29,3,0,0,1,17,2153,1,10
1,3477,1,1,4,0,0,0,1403.5,954.82,90,92,0,0,0,1,7,2261,1,7
42,2235,1,1,2,1,0,2,1810,1610.9,75,66,1,0,0,0,16,4818,2,5
86,88,0,1,3,1,2,1,774.53,464.72,41,21,3,2,0,1,7,2069,4,12
97,1003,0,1,2,1,0,0,742.54,667.4,35,17,0,2,0,0,18,4078,2,7
94,1321,1,1,4,0,0,1,1635.3,993.66,29,76,8,0,0,0,8,4370,2,6
38,1559,1,1,1,0,0,1,2091.47,388.92,63,4,1,2,0,1,12,2118,1,9
36,2113,1,1,0,0,1,0,945.04,507.58,91,43,4,0,0,0,17,4128,2,6
84,264,1,1,1,1,0,0,290.62,215.14,31,26,1,3,0,0,11,2176,1,10
39,3046,1,1,4,0,0,1,1812.75,582.48,53,78,4,0,0,0,18,2761,1,8
3,2938,1,1,1,0,0,1,2091.47,388.92,79,14,8,0,0,0,2,4005,2,7
11,855,1,1,1,0,0,2,1775.81,1580.47,74,38,2,2,0,1,16,4415,2,2
0,2003,1,1,0,0,0,0,100.35,75.26,80,29,4,2,0,1,8,4500,2,7
13,428,1,1,0,0,0,0,1577.53,826.51,0,84,1,2,0,1,14,2065,1,10
71,51,1,1,0,0,2,1,1842.92,1105.75,68,142,2,3,0,0,18,4503,2,5
84,2752,1,1,1,1,0,0,290.62,215.14,11,10,2,0,0,1,14,3977,0,8
63,438,1,1,5,0,0,0,1992.93,762.63,25,43,3,2,0,1,13,3074,0,4
81,3031,0,1,3,0,0,2,586.45,521.94,95,3,1,3,0,1,5,4305,2,1
11,2220,0,1,4,0,2,0,1274.93,764.96,35,39,0,3,0,1,13,2233,1,9
96,122,0,1,5,1,1,2,1172.78,1043.77,87,53,0,3,0,1,12,4817,2,2
9,1485,0,1,2,1,0,0,742.54,667.4,50,6,1,3,0,1,6,2282,1,8
33,1422,3,1,4,0,0,2,1311.44,1167.18,31,36,4,0,0,1,16,2769,1,10
99,1420,0,1,2,0,0,0,1227.34,770.89,14,110,1,3,0,0,11,2767,1,8
5,1176,1,1,1,2,1,0,574.64,459.71,7,147,7,0,0,1,7,2212,1,9
55,796,0,1,1,1,0,1,1894.19,598.76,8,68,0,3,0,0,2,3076,0,8
25,2366,0,1,4,1,0,0,1538.99,829.65,51,154,1,3,0,1,15,2300,1,9
89,3394,1,1,5,3,0,1,1362.99,57.74,39,54,1,3,0,0,22,2019,1,10
88,429,0,1,3,0,2,2,1661.92,1479.11,7,49,6,2,0,1,21,2340,1,3
56,1312,1,1,2,0,0,0,183.86,137.9,96,6,1,0,0,0,8,4115,2,8
39,3300,1,1,4,0,0,1,1812.75,582.48,47,8,2,3,0,0,14,2176,1,9
76,8,1,1,5,0,1,0,642.31,513.85,31,185,7,3,0,0,7,2650,4,4
74,3500,1,1,5,0,0,0,1228.07,400.91,71,4,5,0,0,0,17,2100,1,10
49,1233,1,1,1,1,0,0,533.51,400.13,17,4,2,0,0,1,16,2085,1,11
55,509,0,1,1,1,0,1,1894.19,598.76,64,115,0,0,0,1,21,4123,2,6
20,1192,0,1,1,0,0,2,1775.81,1580.47,31,108,4,3,0,0,16,2168,1,9
84,2722,0,1,1,1,0,0,290.62,215.14,1,4,1,3,0,0,8,3127,0,10
64,2001,0,1,1,0,0,1,1469.44,596.55,21,20,4,3,0,1,3,2800,1,4
19,28,0,1,2,1,2,1,12.01,7.21,5,133,1,0,0,1,21,4868,2,4
15,201,1,0,3,0,1,0,958.74,748.9,45,102,4,3,0,1,11,2233,1,9
0,1343,0,1,6,4,3,3,890.28,0,67,110,1,2,0,0,5,3196,0,8
59,1013,0,1,5,0,0,2,1415.01,1259.36,53,83,2,2,0,0,17,2179,1,8
16,250,0,1,3,0,2,2,1661.92,1479.11,53,39,1,3,0,1,13,2040,1,10
46,111,0,1,0,0,1,0,1289.85,74.51,65,50,7,3,0,0,2,2093,4,12
97,639,0,1,0,0,0,1,202.62,151.96,51,36,4,3,0,0,16,2148,1,7
89,1661,0,1,5,3,0,1,1362.99,57.74,21,51,1,0,0,0,10,2101,1,11
50,2908,0,1,5,0,0,2,175.89,131.92,42,66,1,0,0,1,11,3175,0,8
45,2117,0,1,0,0,0,0,441.49,84.99,76,75,1,0,0,0,3,2090,1,12
61,3332,1,1,2,0,1,0,71.16,56.93,43,156,1,3,0,0,3,2220,1,11
40,2048,1,1,1,1,0,1,1894.19,598.76,22,67,0,2,0,0,13,2204,1,8
77,3069,1,1,3,1,0,1,1240.31,795.1,59,165,0,0,0,0,12,3551,0,4
70,2918,0,1,1,0,2,0,495.72,297.43,58,4,0,3,0,1,5,4551,2,8
76,2233,0,1,5,0,1,0,642.31,513.85,49,63,7,3,0,1,8,2560,1,9
93,2883,0,1,5,0,0,0,1065.03,230.09,84,17,0,3,0,1,2,2756,1,8
66,3416,1,1,4,1,1,2,590.26,525.33,6,4,4,3,0,1,11,3155,0,7
64,2254,0,1,1,0,0,1,1469.44,596.55,36,116,1,0,0,0,18,2148,1,8
46,3129,0,1,2,0,1,0,1793.43,248.82,44,20,3,2,0,1,11,4702,2,2
77,1290,1,1,5,0,0,0,1769.64,108.76,49,19,0,2,0,1,6,4305,2,5
32,79,0,1,4,0,0,0,642.7,211.37,76,46,4,3,0,0,18,2073,4,10
56,690,1,1,2,0,0,0,183.86,137.9,95,23,7,0,0,1,17,4207,2,7
50,381,1,1,5,0,0,2,175.89,131.92,99,63,7,0,0,0,1,2062,1,12
77,3442,1,1,3,1,0,1,1240.31,795.1,17,99,2,3,0,1,14,2295,1,8
49,1046,1,1,1,1,0,0,533.51,400.13,0,178,7,0,0,0,11,2171,1,9
27,1850,1,1,1,0,1,0,1057.51,154.4,4,166,4,2,0,0,7,2155,1,9
23,2887,0,1,3,0,0,0,1198.46,381.1,42,69,0,2,0,1,18,2046,1,10
8,742,1,1,0,1,0,2,1703.52,1516.13,55,92,4,3,0,0,15,2100,1,9
35,708,1,1,1,0,1,0,1057.51,154.4,31,30,6,3,0,1,10,3551,3,3
12,736,0,1,4,0,0,1,1765.3,709.48,41,21,7,2,0,0,8,3073,3,5
19,789,0,1,2,1,2,1,12.01,7.21,69,55,4,0,0,1,14,2126,1,11
50,944,3,1,5,0,0,2,175.89,131.92,53,4,4,3,0,0,15,3799,0,3
68,3000,0,1,2,0,0,0,1636.9,44.71,28,111,0,0,0,0,22,2144,1,10
92,1730,1,1,5,0,0,2,1415.01,1259.36,29,101,0,3,0,0,20,2089,1,10
67,1993,0,1,0,0,0,1,1071.23,380.74,82,73,7,2,0,1,3,2147,1,9
53,1398,0,1,2,0,0,0,795.34,101.58,11,89,4,3,0,0,17,3048,0,6
87,2630,0,1,4,0,2,0,1179,707.4,76,143,2,3,0,0,10,2304,1,5
67,231,0,1,3,1,0,0,544.05,376.84,48,102,0,3,0,1,3,2226,1,10
9,3176,0,1,2,1,0,0,742.54,667.4,60,83,7,0,0,0,16,3756,0,4
42,1873,1,1,2,1,0,2,1810,1610.9,49,38,4,0,0,1,4,3189,0,10
63,789,1,1,0,0,0,0,1483.2,99.59,69,55,4,0,0,1,14,2126,1,11
77,848,1,1,3,1,0,1,1240.31,795.1,79,47,4,3,0,0,13,4215,2,7
56,1671,1,1,2,0,0,0,183.86,137.9,69,46,3,3,0,1,14,3127,0,11
99,359,0,1,2,0,0,0,1227.34,770.89,2,39,4,0,0,1,6,2322,1,4
94,3060,1,1,4,0,0,1,1635.3,993.66,28,107,0,3,0,1,6,2166,1,8
13,1389,1,1,0,0,0,0,1163.89,589.27,27,4,1,0,0,0,15,3106,0,10
5,1243,0,1,1,2,1,0,574.64,459.71,73,11,2,3,0,0,8,2155,1,11
43,2683,1,1,0,0,0,0,1151.96,649.49,81,166,7,0,0,1,6,4564,2,8
5,2132,1,1,4,0,2,0,1129.13,677.48,16,150,0,2,0,1,22,2145,1,9
59,2765,0,1,0,0,0,1,1061.56,733.58,68,4,6,3,0,1,7,4051,2,8
3,3256,0,1,1,0,0,1,2091.47,388.92,76,22,0,0,0,0,6,4031,2,9
86,365,0,1,3,1,2,1,774.53,464.72,98,108,3,2,0,0,15,4020,2,5
3,2072,0,1,1,0,0,1,2091.47,388.92,30,54,0,3,0,1,9,3043,0,9
88,993,1,1,3,0,2,2,1661.92,1479.11,71,35,8,2,0,0,17,2871,1,3
40,1009,0,1,1,1,0,1,1894.19,598.76,16,99,4,2,0,1,13,4380,2,9
30,187,1,1,0,0,2,0,748.17,448.9,97,84,7,3,0,0,11,2088,1,10
1,1023,0,1,4,0,0,0,1403.5,954.82,16,4,0,0,0,1,6,2145,1,8
50,1099,0,1,5,0,0,2,175.89,131.92,12,137,4,0,0,1,11,2756,1,8
45,1792,0,1,0,0,0,0,441.49,84.99,1,4,0,3,0,0,15,2750,1,9
7,1410,1,1,4,0,0,2,1311.44,1167.18,10,152,2,2,0,1,6,2870,1,5
98,2035,0,1,1,0,2,0,358.39,215.03,40,92,1,3,0,0,19,2428,1,7
11,194,0,1,4,0,2,0,1274.93,764.96,4,112,0,0,0,0,10,4680,2,5
89,1313,0,1,5,3,0,1,1362.99,57.74,59,50,3,3,0,0,22,4152,2,4
7,1162,1,1,1,1,1,0,980.37,234.43,29,34,7,3,0,1,7,3031,0,10
0,14,0,1,6,4,3,3,1084.18,0,85,46,0,0,0,0,6,2760,4,8
46,431,1,1,0,0,1,0,1289.85,74.51,8,81,1,0,0,1,18,4173,2,7
68,1954,1,1,2,0,0,0,1636.9,44.71,88,114,4,0,0,0,5,2155,1,9
15,773,1,1,3,0,1,0,958.74,748.9,77,4,0,0,0,1,20,4305,2,3
51,525,0,1,2,0,2,0,2005.66,1203.4,64,109,4,3,0,1,9,3282,3,2
91,2095,0,1,0,0,0,0,100.35,75.26,69,46,4,0,0,0,8,3136,0,9
1,1686,1,1,4,0,0,0,1403.5,954.82,95,80,8,3,0,1,16,2068,1,10
81,1780,0,1,3,0,0,2,586.45,521.94,52,99,6,3,0,0,0,3976,0,3
56,1465,0,1,2,0,0,0,183.86,137.9,53,120,0,3,0,1,5,2536,1,5
53,2098,0,1,4,0,2,0,1274.93,764.96,82,110,1,2,0,0,16,4740,2,2
23,3484,0,1,3,0,0,0,1198.46,381.1,10,71,0,2,0,1,20,4519,2,6
16,1226,0,1,3,0,2,2,1661.92,1479.11,32,100,1,3,0,1,13,3029,0,7
29,86,1,1,5,0,0,0,1065.03,230.09,75,24,1,2,0,1,7,2075,4,11
90,2392,0,1,3,0,1,0,363.01,290.41,48,34,4,0,0,0,2,2573,1,6
19,458,0,1,2,1,2,1,12.01,7.21,57,80,4,0,0,1,18,3121,3,8
43,1515,0,1,0,0,0,0,1151.96,649.49,80,55,4,3,0,1,2,2211,1,10
88,3025,1,1,3,0,0,0,1198.46,381.1,27,111,0,3,0,1,9,2155,1,11
0,1733,1,1,0,1,0,0,416.98,312.74,10,41,0,2,0,0,20,2284,1,5
2,2931,1,1,0,0,0,0,71.49,53.62,61,8,6,3,0,1,6,4702,2,5
76,1360,0,1,5,0,1,0,642.31,513.85,41,102,4,3,0,1,15,3337,0,5
59,2886,0,1,0,0,0,1,1061.56,733.58,39,103,7,3,0,0,14,2121,1,11
31,1882,1,1,4,0,0,0,230.91,173.18,86,46,4,0,0,0,10,2199,1,9
90,1697,0,1,3,0,1,0,363.01,290.41,44,24,1,3,0,1,12,2087,1,11
92,1694,1,1,5,0,0,2,1415.01,1259.36,11,4,6,3,0,1,19,3585,0,1
19,190,0,0,2,1,2,1,12.01,7.21,42,12,1,0,0,0,10,2250,1,9
56,2717,0,1,2,0,0,0,183.86,137.9,31,12,1,3,0,0,13,2580,1,5
57,2335,0,1,5,3,0,1,1890.39,260.14,42,46,6,3,0,0,0,2076,1,9
64,1237,0,1,4,0,2,2,1977.36,1759.85,6,81,1,2,0,0,16,3677,0,4
14,1417,1,1,0,0,2,1,1842.92,1105.75,12,4,4,2,0,1,20,2770,1,7
63,284,0,1,5,0,0,0,1992.93,762.63,38,68,0,2,0,1,9,2032,1,11
72,1995,0,1,3,0,0,0,360.4,270.3,6,131,7,3,0,1,11,4109,2,9
10,909,0,1,0,0,0,0,1945.43,333.18,77,72,7,2,0,1,8,3802,0,7
38,603,1,1,0,0,0,0,1577.53,826.51,28,34,0,0,0,0,11,4300,2,5
0,124,0,1,3,0,1,0,363.01,290.41,27,189,1,2,0,1,5,3074,0,8
0,2058,0,1,1,0,2,0,358.39,215.03,99,153,8,2,0,0,7,4702,2,1
7,2841,0,1,1,1,1,0,980.37,234.43,19,60,7,3,0,0,16,2142,1,7
10,892,1,1,5,3,0,0,1466.68,363.25,22,128,6,3,0,1,0,3765,0,8
20,2627,1,1,1,0,0,2,1775.81,1580.47,7,178,2,3,0,1,12,2753,1,7
37,1960,1,1,2,0,1,0,1793.43,248.82,86,104,7,3,0,1,10,4007,2,8
33,1652,0,1,2,1,0,2,1810,1610.9,53,72,4,2,0,1,7,4011,2,10
86,2711,0,1,2,0,0,0,235.63,125.07,52,166,1,0,0,0,6,2095,1,11
0,218,0,1,6,4,3,3,1107.08,0,37,33,3,2,0,1,8,2015,1,8
68,54,0,1,2,0,0,0,1636.9,44.71,2,63,3,3,0,1,18,2142,4,8
9,1540,1,1,2,1,0,0,742.54,667.4,53,120,3,3,0,1,19,2154,1,11
81,1307,0,1,0,0,0,0,1151.96,649.49,73,110,1,2,0,1,10,4123,2,6
68,1961,1,1,2,0,0,0,1636.9,44.71,10,83,7,3,0,1,15,2075,1,11
60,565,1,1,4,0,2,2,1977.36,1759.85,30,70,4,3,0,1,16,2065,1,8
53,958,0,1,4,0,2,0,1274.93,764.96,15,176,1,2,0,0,18,2023,1,12
76,608,0,1,5,1,1,2,1172.78,1043.77,55,56,2,2,0,1,12,4504,2,6
48,2552,1,1,5,0,0,0,1762.96,950.52,1,4,4,0,0,1,17,2214,1,9
85,755,0,1,5,0,0,0,752.64,205.36,31,165,0,3,0,0,4,2536,1,4
56,759,1,1,3,2,1,2,688.63,612.88,89,1,1,2,0,0,13,2227,1,10
71,1763,0,1,0,0,2,1,1842.92,1105.75,96,94,4,0,0,1,7,3352,0,6
59,3202,1,1,0,0,0,1,1061.56,733.58,74,124,0,3,0,1,2,2071,1,9
43,3174,1,1,0,0,0,0,1151.96,649.49,67,99,0,0,0,0,9,2040,1,12
87,129,0,1,2,0,0,0,1636.9,44.71,64,67,0,2,0,1,19,2142,4,9
64,2638,1,1,1,0,0,1,1469.44,596.55,1,164,6,3,0,1,15,2100,1,11
17,1935,0,1,0,0,2,0,1024.66,614.8,72,143,7,3,0,0,9,2170,1,8
3,2270,0,1,1,0,0,1,2091.47,388.92,50,71,2,0,0,0,9,3095,0,10
3,195,1,1,1,0,0,1,2091.47,388.92,34,89,4,3,0,0,6,3143,0,9
85,1936,1,1,5,0,0,0,752.64,205.36,36,42,4,3,0,1,12,3338,0,1
27,1925,0,1,1,0,0,0,499.53,388.72,34,4,7,3,0,1,7,4556,2,7
81,2755,1,1,3,0,0,2,586.45,521.94,66,94,4,3,0,1,1,4503,2,6
80,2155,1,1,2,3,1,0,1073.07,933.84,24,96,7,3,0,0,14,3214,0,3
0,345,0,1,1,0,0,0,499.53,388.72,74,143,1,2,0,1,17,2251,1,9
42,1076,1,1,2,1,0,2,1810,1610.9,33,16,1,0,0,0,2,2515,1,9
46,1014,0,1,0,0,1,0,1289.85,74.51,60,92,3,3,0,1,8,2527,1,8
29,1341,1,1,3,1,0,0,543.39,407.54,65,75,0,0,0,0,15,3757,0,7
45,794,0,1,0,0,0,0,441.49,84.99,99,111,0,0,0,1,16,2250,1,3
44,882,0,1,5,0,0,0,1769.64,108.76,59,4,3,3,0,1,11,2065,1,12
57,2632,0,1,5,3,0,1,1890.39,260.14,18,4,8,3,0,0,16,2113,1,9
54,2379,1,1,5,0,0,0,1292.84,13.44,85,24,1,0,0,1,15,2222,1,10
12,3228,1,1,5,0,0,0,1231.15,161.6,36,66,1,3,0,0,13,2880,1,1
